row_id,content,theme,sentiment_word,sentiment_anls
32,收到商品后很失望，外包装封口不严，很担心商品受到污染，即使普通口罩也应做到最基本的干净卫生，3M连这点都做不到，怀疑是否正品，哎，不该买这么多……,口罩;卫生;,失望;普通;干净;正品;,-1;0;1;1;
33,AA网几乎所有产品都是植物本里的味道，而且还是浓缩之后的，日常护理非常好用，吸收快，膏体细腻，皮肤无刺激，就是这个气味啊，真是。。。这个还能忍，康复利的真是忍不了啊,产品;吸收;膏体;气味;,好用;快;细腻;,1;1;1;
34,感觉还可以，就是小抽屉似的那块太灵活，太容易开，而且太小的空间，不知道能放什么,感觉;,还可以;容易;,1;1;
35,物流非常快，宝贝跟店家描述相符，对于我们经常出差人士，或有些单身朋友们非常方便。也能减少犯罪率。值得购买……,物流;描述;购买;,快;相符;方便;值得;,1;1;1;1;
36,质量一般，洗涤动力一般，脱水动力强劲,质量;动力;,一般;一般;,0;0;
37,本来只是买鼻贴的，后来看到评论写配合绿石泥来用效果好，。果真不错，就是有点不习惯用手工皂来洗脸！！！,效果;,好;不错;,1;1;
38,用着一般吧，还能用,用着;,一般;能用;,0;1;
39,这个餐具宝宝很喜欢，用起来蛮方便的。,用起来;,喜欢;方便;,1;1;
40,还没来得及看呢,,,
41,帮公司购买使用，大品牌，质量很好，京东物流很给力,质量;物流;,很好;给力;,1;1;
42,物流速度太慢，京东给我送货用了四天时间,物流速度;,,
43,还在试用中音质还可以，主要是很方便。  整体感觉还不错！,音质;整体感觉;,还可以;方便;不错;,1;1;1;
44,不知道这样产品是不是卓越公司的，快递包装盒上用的是淘宝网的透明胶纸，打开一看，就一拼东西，没有任何包装，不知道是快递的原因，瓶子似乎是旧的一样。打开瓶盖是直接可以用的，没有任何封住的东西。。。看到包装就超级失望，毕竟也是两百多的东西，不要弄的好像是二十多的东西好么，卓越毕竟也是大公司，竟然做的这样。产品还没用过，不知道好不好用，就看着这样的包装就已经很失望了。。。希望卓越可以改进！！！,包装;东西;产品;包装;,卓越;旧;可以;失望;好;卓越;失望;卓越;可以;,1;-1;1;-1;1;1;-1;1;1;
45,收到，还是不错的．就是画板本身的颗粒度比较大，画小一点的东西就模糊了（或者说笔画粗一点），也就是＂墨水＂就阴在一起了．另外四种不同的颜色是分布在不同区域的．在同一个区域内只有单种颜色．印章按上去有不同的图案，也相当于是画笔了，可以按着印章来回画．,东西;图案;,不错;模糊;可以;,1;-1;1;
46,送人的，不知道是否正品,,正品;,1;
47,给妈妈买的，挺好的[追评]挺好用的,,挺好;,1;
48,没效果，蟑螂不吃,,,
49,一般般，不是太遮瑕，在手上试了一下，刚拍上挺白的过 一会就没有效果了，不持久～,,一般般;不持久;,0;-1;
50,带来电显示，电话机还不错,,不错;,1;
51,差评 没在规定时间送货 第二天中午送的,,差评;,-1;
52,贴着很舒服,,舒服;,1;
53,一次性买了两个，还不错,,不错;,1;
54,不是正品，至少和专柜不一样,专柜;,不是正品;,-1;
55,只有中国是人情社会，欧美国家都是法制社会，有什么事情不靠关系解决，都靠法律。包括日韩在人际沟通上都不如中国，日本人虽然也继承儒家思想，但日本人是呆若木鸡型，人际沟通远不如中国。所以买这种书还是不要浪费钱看外国人写的了，中国5000年的人际沟通技术不是白练的！,,型;,1;
56,耳机不错，质量挺好的，音质可以。最不满意的是快递员的服务态度,耳机;质量;音质;服务态度;,不错;挺好;可以;不满意;,1;1;1;-1;
57,没那么有用，有点用,,有用;有点用;,1;1;
58,，声音不是很大，而且按键设计的不够大气，送货速度还是很快的。,声音;设计;送货速度;,不是很大;大气;很快;,-1;1;1;
59,电源很好，当时活动三三九屯的货，很值。显卡用的gtx1060 8pin接口，固态+机械硬盘，不用模组线都够了，我模组线还没用上。,电源;线;线;,很好;,1;
60,没有盖子，下面的刻度杯是硬塑料的，不能挤，只能靠宝贝自己吸，苦的药吸一口还能再吸吗？不科学,,硬;,-1;
61,正在使用中。。。。。,,,
62,下面很多一大堆五星明显是书托，打个一分平衡一下。,,很多;明显;,1;0;
63,做活动时给男友买的，挺实惠的。就是感觉酒精味比较重。感觉不是正品，下次不买了。,感觉;,实惠;重;不是正品;,1;-1;-1;
64,用完以后  我以前用完都不会这样,,,
65,没有耳机,,,
66,和平时买的不一样，颜色都不对差评,颜色;,不对;差评;,-1;-1;
67,非常给力，正确的选择，不后悔,,给力;正确;不后悔;,1;1;1;
68,一般的！还行,,一般;还行;,0;1;
69,屏幕在光线下有水印，屏幕质量有问题,质量;,有问题;,-1;
70,收到货了，物流速度还可以，不过安装完后，按键上的屏幕显示一片空白，警示灯和上面不完整的小圆圈一闪一闪的，不能正常打印和复印，又没法问售后，郁闷中&hellip;&hellip;,物流速度;按键;,还可以;不完整;正常;郁闷;,1;-1;1;-1;
71,还没用，用后再评价。,,,
72,还行吧，就是太干了,,还行;干;,1;-1;
73,名不虚传 二手东,,名不虚传;二手;,1;-1;
74,不错，送货安装都很及时。,送货安装;,不错;及时;,1;1;
75,有一个角凹进去了，木头也碎了？请问这是闹哪般？,木头;,凹进去;碎;,-1;-1;
76,杯盖上的锁扣会晃动，还好锁上比较稳定。另外在拧杯盖的时候盖子下面的橡胶圈和杯子摩擦的厉害，感觉是做工问题，之前买过一个象印的杯子质量非常好，这个相对来说感觉像是仿的一样，但是亚马逊官网还有大家评论又是正品。只能给个低分了,做工;质量;,晃动;还好;厉害;好;正品;,-1;1;1;1;1;
77,不会叫papamama的，说明得不清楚。,,不清楚;,-1;
78,还可以，但是还是会烫，不知道为什么,,还可以;烫;,1;-1;
79,用了几天了，跟商场买的一样哦，在这能享受到好点的折扣！不错！就是发货时间太慢了，多等了好几天，感觉不如在商场买方便，想用就到！,感觉;,好点;不错;好;方便;,1;1;1;1;
80,是新机 配送稍慢,配送;,稍慢;,-1;
81,一度君华的书，真的好看。。,,,
82,这次买的很差的一次,,很差;,-1;
83,需要入耳很深才能戴得牢.别的姑且不提.耳机的舒适性实在是差.说是运动耳机.实际上有的时候走路都会掉下来.耳机旁边的那个伸出一截的东西据说是可以让人戴得更牢.然而并没有什么卵用.,,很深;差;可以;,-1;-1;1;
84,很轻，外形不错。信号可以，家里原先那个破路由覆盖不到的地方现在都有信号了。 稳定性还不清楚。给家里用，大不了多重启几次了。 对这样的低端路由来说，没有自动重启功能是个遗憾。,外形;信号;,很轻;不错;可以;破;不清楚;遗憾;,1;1;1;-1;-1;-1;
85,99元的膜，四边角处根本不能贴合，不知道和10元路边摊有何区别？居然还是亚马逊自营，非常糟糕的体验。,体验;,贴合;糟糕;,1;-1;
86,感觉洗了头发不是很顺，在当当也买了一样的，比亚马逊的好用,,好用;,1;
87,价格便宜，几天就已经损坏了，不知道是不是运气不好,,不好;,-1;
88,给母亲买的，说比较满意，性能怎么样还有待时日。,性能;,,
89,一直喜欢这个牌子的洗发水 京东618搞活动 就分开两次买了 第一次瓶子口子贴了胶布 所以寄过来好好的 第二次寄过来 口子没有贴胶布 寄过来之后每个瓶身都沾满洗发水 相当郁闷 希望下次可以像第一次那样注意打包,,喜欢;郁闷;可以;,1;-1;1;
90,号称Kitty礼盒，里面的相册是米奇的，相纸也有一包是米奇的。最可恶的是挂绳，居然是土到爆的大红色编织绳，还带一个土到爆的塑料圆珠！,,,
91,难道没有人觉得清洗很麻烦吗？盖子上的缝隙太多，又小又深。盖子还分两个部分，加水的时候经常掉下来，个人认为综合很一般。,清洗;,麻烦;深;一般;,-1;-1;0;
92,连个加热器都不带 怎么用 差差差,,差;,-1;
93,感觉有点假,,假;,-1;
94,放入电脑想看看，根本无法打开，电脑死机。郁闷！,,郁闷;,-1;
95,组装方便，风大，角度广，就是有一个螺丝没配好，我自己换了,组装;角度;,方便;广;好;,1;1;1;
96,梳子倒是蛮舒服的。就是盒子烂，梳子背部划痕斑斑，手柄颜色不均匀，产地宁波的做工真是，啧啧啧。说完。,盒子;颜色;做工;,舒服;烂;不均匀;,1;-1;-1;
97,&yen;*购买的，退回*真会做生意，*这壳子卖*垃圾,,垃圾;,-1;
98,作用一般，用完家里还是有小强,作用;,一般;,0;
99,这款还蛮好用的 舍友也在用 推荐,,蛮好;推荐;,1;1;
100,质量太差了，用了几天就变硬了，刮起来声音好大，商家也很差，联系他们也不回信息，垃圾&hellip;&hellip;！,质量;声音;商家;,太差;变硬;好大;很差;垃圾;,-1;-1;-1;-1;-1;
101,不错的一本书，从自己的感受按二十四节气描述而成，不这个人而言还是更喜女性视角下的“喝茶一水间”。,,不错;,1;
102,破雨刷，质量特别差,质量;,破;雨刷;差;,-1;-1;-1;
103,冷藏的效果一般，但是静音效果确实不错，感觉挺值的,效果;静音效果;,一般;不错;,0;1;
104,不如我以前1000块的TCL好。<br/>这个冰箱，3档一个晚上全结上了霜，换了2档两天晚上没结霜，第3天又结霜了，于是昨天调成了1档，霜是没有了，制冷效果也没有了，刚刚调成了1.5档，不知效果会怎样～～～,制冷效果;,好;,1;
105,没有图片上说的白,,,
106,小玩意不错，但是晚上给试试，就是固定方式不好，容易丢吧,,不错;不好;容易;,1;-1;1;
107,是正品 很好用  推荐给身边朋友了,,正品;很好;推荐;,1;1;1;
108,东西好用，看得见，解决了我平常煮鸡蛋的麻烦。,东西;煮鸡蛋;,好用;麻烦;,1;-1;
109,很满意，外形好看，静音，降温快,外形;降温;,满意;好看;静音;快;,1;1;1;1;
110,不错，适合三口之家，足够了，服务很好，安装到位后才离开。,服务;安装;,不错;适合;足够;很好;到位;,1;1;1;1;1;
111,假的，太差了,,假;太差;,-1;-1;
112,还不错，帮人家买的，反映很不错，很可爱，用起来也方便，支持一下咯~~~,反映;用起来;,不错;不错;可爱;方便;,1;1;1;1;
113,外观粗糙，除了底面，其它几个面非常不平，有一块高出几个mm，外边胶件水口特高，模具该换了，不值这个价钱，*漂了，论作工，垃圾堆捡得都比这好，大家别买，买了你就后悔,外观;,粗糙;不平;不值;好;后悔;,-1;-1;-1;1;-1;
114,颜色感觉还行，就是味道有点大。,感觉;,还行;,1;
115,有点偏大,,偏大;,-1;
116,还是请师傅来吧 清洁不干净,清洁;,不干净;,-1;
117,假货，不要买！绝对是骗人的！,,假货;,-1;
118,噪音不小的，其次也并不是如宣传所说2、3厘米的都可以拔出来，还是要等长点更好拔吧，价位挺便宜的，所以要求也不能太高,宣传;价位;,可以;更好;便宜;太高;,1;1;1;-1;
119,买了三本书，都有点像是旧的，等了5，6天才发货快递服务没得说，快递很好！希望店家可以继续改进！,快递服务;快递;店家;,旧;没得说;很好;可以;,-1;1;1;1;
120,有异味,,,
121,不错，挺好的，第一天声音比较大，属于正常现象，后来就没什么声音了。,,不错;挺好;正常;,1;1;1;
122,没怎么使用，夏天用过几次，前些日子接上电使用，发现压力很小，底部一直有水流出来，看来出问题了。坏得真快！,,很小;坏;真快;,1;-1;1;
123,很满意，功能很多。[追评],功能;,满意;很多;,1;1;
124,商家包装很好，送货也快，吸音棉一面有背胶，施工比较方便，但是宽度不够，降低噪音不明显。,包装;送货;噪音;,很好;快;方便;不明显;,1;1;1;0;
125,买的时候还是直营，评价的时候就是授权商了，真假不敢肯定，防雾霾效果不好,雾;效果;,不好;,-1;
126,近几年用的一直是这款牙刷，够软，用完后，再也没法用其他牙刷。会一直用下去。,,没法用;,-1;
127,情人节都过了才收到，南宁到柳州一两个小时的路程发了四天，还顺丰，走路都送到了，现在要有个卵用，哪个吃巧克力还要配着花吃,,,
128,到手以后发现护发素瓶子的底部裂开很大一块，弄的塑料袋里面都是。最不满意的一次购物,底部;购物;,裂开;很大;不满意;,-1;1;-1;
129,就是太小了，想煮一个鸡蛋加一盒牛奶都不行，早知道就买两层的了，不过还是很好  煮蛋时间快，不知道为什么煮了过后底子像烧焦了一样，不知道时间长了会不会烧坏,时间;时间;,不行;很好;快;长;,-1;1;1;1;
130,不是很喜欢 刀片不够利,,喜欢;,1;
131,挺好 第三次买了。这回帮别人买的。</br>,,挺好;,1;
132,红豆的牌子一起不错，相信品牌。,,不错;,1;
133,刚开始一个星期还可以   之后就有划痕 水挂不干净,,还可以;有划痕;不干净;,1;-1;-1;
134,对，比较慢熟,,,
135,实物与照片不一样，实物差很多。,照片;实物;,差;很多;,-1;1;
136,不好，本来没豆豆的！用了两片长了好多豆！,,不好;长;,-1;1;
137,比较失望的一次购物，首先背心很薄，很透，尤其白色。其次和背心一起拍了内裤，结果没发货，然后联系客服，真的是服了，一天回一句话，今**一句话，明天回一句，明**一句，后天回一句，就这样将近一周才退了款。哎，反正对这所谓的大品牌失望的很，不会再来了。,购物;大品牌;,失望;很薄;失望;,-1;-1;-1;
138,书中前半部分总结了java基础知识以及易错点，后半部分是数据结构与算法。自己注重看了基础知识部分，发现有些地方与java编程理想所讲内容有所出入。后半部分海量数据可参考july的博客，算法参考剑指offer，故未看。既然是面试笔试宝典，希望下一版增加计算机网络和操作系统的总结！,,,
139,不能因为便宜就把质量做的这么差，都不如地摊上玻璃的。,,便宜;差;,1;-1;
140,跟超市卖得一样价钱。,,,
141,什么都好，就是比较甜，不是我想象的可以抹面包上吃的，是果冻状的,,好;可以;,1;1;
142,一般般还可以价廉物美,,一般般;还可以;价廉物美;,0;1;1;
143,老师推荐的，挺不错的教材,,推荐;,1;
144,川宇（kawau）读卡器 Micro SD/T-Flash TF读卡器,,,
145,质量太差，还没用几天就发现一个键是坏的,质量;,太差;坏;,-1;-1;
146,差评差评！超级差评，建议不要上当！！！在充电宝还有一半电，充电插头没有问题的情况下，冲一天一夜都冲不满，商家维修还需要30天，神马玩意儿！！！！！！！京东真心是越来越靠不住了！！！,插头;京东;,差评;差评;差评;没有问题;不满;,-1;-1;-1;-1;-1;
147,给朋友买的，朋友挺喜欢，支持！,,喜欢;,1;
148,好不好用还不知道，但是有点粗糙,,粗糙;,-1;
149,Y型架和下面的钢管不匹配，只能装上一个，看上去很搞笑。 希望厂商能给我发一个Y型架，但亚马逊必须整体退货，装上不易，拆了更麻烦，只好不退货。 不过还是比较实用，能放不少东西。,看上去;亚马逊;东西;,麻烦;实用;不少;,-1;1;1;
150,不错，还是不错的，就是扣子少了点,,不错;不错;,1;1;
151,一年，换了三片了。<br/>一摔就碎<br/>抗划，,,碎;,-1;
152,昨天收到货品底特别脏，保质期也比较靠前，味道特别冲我都不敢用了,味道;,脏;,-1;
153,给别人买的，说还好！,,还好;,1;
154,自己原先买过一套，后来同事要买果断推荐了，可是后来发的货质量奇差，印花都没印好，质量也很差，搞得我在同事面前很丢脸,质量;,推荐;好;很差;,1;1;-1;
155,说好的自动断电呢？实验了两次，都是烧到焦啊！！,,,
156,打孔还不错,,不错;,1;
157,质量不错，贵了点...,质量;,不错;贵;,1;-1;
158,2016.02.21号到的！都快要过期了！饼干吃起来口感不对，比以前吃的干！感觉不是正品！差评！希望卖家良心经营，不要欺骗消费者！,口感;感觉;卖家;,过期;不对;干;不是正品;差评;良心;欺骗;,-1;-1;-1;-1;-1;1;-1;
159,，不错很好经济实惠价！！！！！！！！,价;,不错;很好;经济;实惠;,1;1;1;1;
160,这毛巾根本就不能用薄的要死,,薄;,0;
161,似乎有点效果，可以试试,有点效果;,可以;,1;
162,速度很快10号下单，12就到了。包装感觉也很不错。生产日期是16年2月，略早，但是是秒杀商品，还在保质期内，也算是性价比高的了,速度;感觉;性价比;,很快;不错;高;,1;1;1;
163,</br>不怎么好，像是被人用过的，都掉漆了，，快递如龟速,,不怎么好;,-1;
164,里面居然没有锡纸包装，，发膜表面乱七八糟，，还少了许多，还有买的沙宣弹力素乳液，也没有塑封包装，感觉也少了点，，真是过分,表面;弹力素;感觉;,乱七八糟;沙宣;过分;,-1;-1;-1;
165,气味不对，比较假 有点失望,气味;,不对;假;失望;,-1;-1;-1;
166,不错，买给老年人的，大小合适，物流不给力慢,大小;物流;,不错;合适;不给力;慢;,1;1;-1;-1;
167,送滴东西还行！,东西;,还行;,1;
168,不…透…气…tb买大概一百出头能有类似的…客观说，样子还算好看,样子;,,
169,挺好的，就是小米太差劲，安装还要安装费,安装;安装费;,挺好;差劲;,1;-1;
170,快递速度太慢，而且图上可以取的哪个东西就没有见着,快递速度;,可以;,1;
171,不太满意。有毛根，腋毛完全脱不干净！也没有送小刷子。。,,满意;不干净;,1;-1;
172,垃圾货！！！一星都不想给,,垃圾;,-1;
173,振动的频率太高，哪有舒服的感觉，所接触到的地方全部是木的，没有知觉了。还在盒子上画了个广告图像，这是属于隐私的东东呀，为什么这么笨销售理念。,频率;东东;,太高;舒服;,-1;1;
174,给亲戚买的 不错,,不错;,1;
175,有一袋调料包坏了，懒得退货，就少吃一包吧,调料包;,坏;,-1;
176,没有想像中好。拼接有逢,,好;,1;
177,皮肤经常因为周期性问题开始突然出油，黑头，毛孔粗大，用这款帮我解决很多困扰，否则，鼻子早挤烂了！ 现在鼻子上毛孔也能随时掌控,皮肤;毛孔;解决;,粗大;很多;烂;,0;1;-1;
178,试用了一下，很漂亮小巧不占地方，动力十足衣服洗的很干净，脱水效果蛮不错，可以洗五六件衣服，以后宝宝衣服可以有它来洗啦，快递很给力。。[追评],动力;衣服;效果;洗;衣服;快递;,小巧;不占地方;十足;不错;可以;可以;给力;,1;1;1;1;1;1;1;
179,刚开始声音不大，用了几天之后声音变大多了,,,
180,比我想象中好！刻录还没有试，但是读盘很好！很满意！,,好;很好;满意;,1;1;1;
181,菊花么得说的，想说说京东快递！2月5日下单说好的2月6日送货到，结果是6号下午给我打电话要我自己赶4公里自己去拿货，原因竟然是地址他不熟悉太晚了不值得，如果我不过去就要到2月11才给我送，汗啊！一直在京东购物选购京东自营商品看重的就是京东快递的负责准时，通过这次经历觉得京东服务还有值得提升的空间！！！,购物;商品;,值得;看重;负责;准时;值得;,1;1;1;1;1;
182,特意用过一段时间才来的，感觉还不错，味道是我喜欢的。不过就是寄来的时候，包装坏了，本来准备送朋友的，最后就自己用了,感觉;包装;,不错;喜欢;坏;,1;1;-1;
183,不错 暂时没有不好的地方,,不错;没有不好;,1;-1;
184,送货快，质量不错，安装方便,送货;质量;安装;,快;不错;方便;,1;1;1;
185,还不错，缓降跟脚踏都完全没有问题，就是塑料好像不是特别好，送货也挺快。外包装箱子挺大。,送货;箱子;,不错;没有问题;好;挺快;挺大;,1;-1;1;1;1;
186,价格太贵了,价格;,太贵;,-1;
187,不错，就是有点掉色,,不错;,1;
188,很差,,很差;,-1;
189,洗完头发之后，头发柔顺很多。,头发;,柔顺;很多;,1;1;
190,感觉刷的不是很干净，充满电可以用三个来月。,,干净;可以;,1;1;
191,正常流程组装完，接水准备使用，眼看快满了，奇怪的事情发生了，有水流到了脚上，仔细看看没有溢出来啊，再仔细原来一个角是破损的，真是中奖了，没办法，申请售后吧，麻烦的是还要再装回箱子去。,,正常;奇怪;仔细;仔细;麻烦;,1;-1;1;1;-1;
192,超失望，我妈用了跟没有用一样，一点染黑的效果没看到！,,失望;,-1;
193,海尔的重心不在小家电........,,,
194,硅胶的软呼呼地，实在没什么用处，还容易脏，一粘上灰尘根本弄不掉,,容易脏;,-1;
195,海淘了好多款了，这款女款价格适中，质量也还过得去，孟加拉产,价格;质量;,好;适中;还过得去;,1;0;0;
196,电动机发热厉害，感觉不正常,发热;感觉;,厉害;不正常;,1;-1;
197,太差了才充了三次电就坏了太垃圾了,,太差;坏;垃圾;,-1;-1;-1;
198,原本配的两块冰晶大小还正好  送的两块简直就是小巫见大巫,,正好;,1;
199,一般 就是坨肥皂 没有改善效果,,一般;,0;
200,太垃圾啦！烟锅抽一次烟就掉啦！,,垃圾;,-1;
201,孩子不喜欢,,不喜欢;,-1;
202,买过几次了，除了油稍多外（久放之后白色油脂会明显析出），非常可口。,,久;明显;,0;0;
203,现货 澳洲代购 dermatix 神奇祛疤痕15克去疤痕膏倍舒痕烫伤凝胶,,神奇;,1;
204,产品卖点是防滑胶，但15个衣架中竟有3个是只有一边有防滑胶，另一边缺了，这明显是次品啊﹗更不用说防滑胶太硬防不了滑﹗ 还有，虽然这不是什么贵重物品，但包装盒内部的基本整齐仍是需要的，但首先，包装盒就过大了，里面的东西不固定好的话便会东歪西倒。另外，金融钩是每3个放在一个塑料袋的，但15个之中，实际只有6个是在塑料袋中，其余9个都是东一个西一个的，虽然这没有影响产品质量，但观感却是极差﹗ 给2星是因为不防滑以外，这衣架还是能挂衣服的。,东西;﹗;,明显;次品;不用说;硬;滑;﹗;过大;极差;,0;-1;1;-1;1;-1;-1;-1;
205,适合我这种皮肤粗糙的人使用，牛奶味，很好闻,皮肤;,适合;粗糙;很好;,1;-1;1;
206,27块3买的，有点贵了，但的确是正品，保质期到2016年4月。很温和不糊眼睛，眼妆卸的非常干净，以后也会回购的,,贵;正品;温和;干净;,-1;1;1;1;
207,电视蛮不错的，视频的清晰度还好，感觉还不错吧，接下来看看如何，物流也还好，快递员态度就差一点点了,电视;清晰度;感觉;物流;态度;,不错;还好;不错;还好;差;,1;1;1;1;-1;
208,差评，差评，差评，，重要的事说三遍，服务态度一点都不好，派件员这都八天了还没给我派件，理由是地址不详，呵呵哒，第一次遇到这种情况。找客服，客服又不在，神经病一个,服务态度;,差评;差评;差评;不好;,-1;-1;-1;-1;
209,塑料材质的笔帽，才插一次U盘就划出了几道白印，而且不能扣在笔的末端，写字时只能把笔帽放在桌子上，很容易弄丢。金属笔管很重，握笔处没有防滑设计，写字时极易脱手，手感很差。,手感;,容易;很重;很差;,1;-1;-1;
210,给你五颗星我怕你骄傲。还说什么防水，扯淡！这裤子适合套大棉裤穿，不适合摩旅骑行。里面穿护膝再穿裤子都行！就是裤子兜多点我比较喜欢。建议做瘦一些，28/32的人身材胖的了吗做的这么肥。,裤子;裤子;,扯淡;适合;喜欢;,-1;1;1;
211,还没用。下周试试再来评论,,,
212,一千多的东西只用了几个月就坏了！和已经评论的那位消费者一样，我这个也只用了几个月，电池立刻就不存电了，中国亚马逊让我自己维修，这玩意儿在中国哪里维修？所以这是个大坑，宁可在某宝旗舰店买，亚马逊客服推三阻四，找各种理由推卸责任，中国亚马逊太坑了！我要求退货！！！,电池;,坏;,-1;
213,极少给这么差的评论，但我不得不说真的是没用之极，黑色仅使用一次后，就根本打不出来颜色了，其他彩色的颜色那叫一个浅，我是J220机型用户，非常不推荐，希望商家给出合理解释,,差;浅;不推荐;,-1;-1;-1;
214,电视前几天就收到了，但是一直忘了评价，送货虽然不是京东自己配送，但是也比较快，还没拆呢，因为电视墙省一点背景砖没贴好呢，所以安装等等联系售后。应该挺不错的。,电视;安装;,快;,1;
215,外包装箱子是烂的，里面的牙膏盒子也是开的！！！而且派送员态度很差,盒子;态度;,烂;很差;,-1;-1;
216,很满意，功能都很好，外观也不错，总的来说性价比很好啦！hin喜欢！,外观;性价比;,满意;很好;不错;很好;喜欢;,1;1;1;1;1;
217,第一次买这个套装，维生素c和葡萄籽确实很搭配，会每天坚持吃，期待皮肤变得干干净净。好大的两瓶，正品，东西超好！,东西;,干干净净;好大;正品;超好;,1;-1;1;1;
218,京东商城网购历史最恶心人一次，店家服务态度差得没法形容，因为买的陶瓷餐具，所以原则货到付款。下单3天后发现没到货于是查物流进展，发现根本没发货，于是主动致电商家确认我是坚持要货，店家服务态度慢条斯理答应发货，结果苦等10天还是没有发货，遂申请仲裁，4个工作日后，京东反馈仲裁工作人员已辞职，让我重新申请仲裁，折腾来去，稍后花了18天，最后货才到手，对此，京东只答应赔偿百分之三十货款，以京东豆形式返还&hellip;&hellip;这样的商家，这样的售后，这样的反馈时效，迟早玩完！网购6年经历的人对此已无力说啥好，只想晒出此情况，至少本家商家最好别买了，连基本的信用都没有！,网购;态度;京东;网购;商家;,恶心;差;无力;好;最好;,-1;-1;-1;1;1;
219,颜色鲜艳，重要的是便宜，值得推荐。,颜色;,鲜艳;便宜;值得;推荐;,1;1;1;1;
220,有点大！每个边都留出个角，弄得四个角空气拍不出去！失望啊！,,失望;,-1;
221,应该怎么评价呢  3个月没到,,,
222,太差了，只能说垃圾，才拿来的时候锁不到车，拿去修，换了个锁，再把前面龙头那个洞钻大点才锁住了。骑起也是晃得厉害，都不敢骑多快，今天突然打不起火了，去检查结果是电瓶冲不起电，没电了。又要换东西。才跑两千公里，就出这么多问题了，唉，亏死了。,,太差;垃圾;厉害;快;,-1;-1;1;1;
223,一连买了好几本，可是宝宝对这本不敢兴趣，外婆和爸爸说这书里绘图有些动物太抽象看不懂。,,看不懂;,-1;
224,包装是用双面胶粘合的，正常的是一次性胶。内装的打印纸和230克非rc那版一样的。怀疑店家调包了，以次充好，价格差一倍！气氛,价格;,正常;以次充好;差;,1;-1;-1;
225,给爸妈买的。字母机之间可以不用转接键就可以直接拿起来听电话，不像飞利浦有的机型还需要先按某个按钮，再拨分机号，然后分机子机才响。信号很好，使用方便，蓝背光黑字很清楚。爸妈很喜欢。,信号;,可以;可以;响;很好;使用方便;清楚;喜欢;,1;1;-1;1;1;1;1;
226,味道很香很香 觉得超级难闻,味道;觉得;,很香;很香;难闻;,1;1;-1;
