row_id,content,theme,sentiment_word,sentiment_anls
58,收到货，还没用，份量好少！！用后再来评,份量;,好少;,-1;
59,确实是纯天然，没味道。,,,
60,目前使用过程中对焦还可以！就是外面的做工有些欠佳！,做工;对焦;,欠佳;还可以;,-1;1;
61,这怎么跟旧的一样，小黑瓶都快成小白瓶了，封口感觉也开过,小黑瓶;NULL;,快;旧;,1;-1;
62,**的售后，**的质量，本来是冲着你质量来的，一个充电线都这么**你叫我怎么相信你做手机？要售后没售后，怪不得干不过vo，本人拿祖宗发誓绝不是外力破坏，正常使用充电线！这售后玩蛇吧你！看来京东质量也不怎样！,使用;质量;NULL;NULL;,正常;不怎样;不是破坏;干;,1;-1;1;-1;
63,流动警署60044——积木块太小，设计玩的孩子年龄跨度太大（5-12岁），一个未上小学的孩子和一个小学快要毕业的孩子玩这同一积木？5岁孩子玩不了。其二价格太高。,价格;,太高;,-1;
64,收到货之后拆开看了一下，机子不像是正品。原因有2：1，底刻火苗好像是一个不是两个。2，日期是13年1月份。但月份是阿拉伯数字而不是英文字母A。 总体来说我感觉不像是正品，内胆比较松很轻易的拔出来打开盖子也会出来一点。盖子铰链也比较松会活动。没有纸封。 亚马逊这次购物是比较失望的。 后续，机子是正品月份不是1月而是9月，大写I。但其他问题依然如此。,内胆;机子;机子;购物;感觉;,很轻;不是正品;不正品;失望;不正品;,1;-1;-1;-1;-1;
65,2月12日买的东西，发货抽屉左右板发错了，期间换过一次货又是错的，再换货到现在没有处理，关闭了处理窗口，以至于现在整个东西堆在家里不能用废掉，都不知道怎么处理,抽屉;NULL;NULL;,发错;次货;错;,-1;-1;-1;
66,差评差评差评差评差评差评差评！！！！！,NULL;,差评;,-1;
67,根本没有化妆棉，骗子,,,
68,好难喝，都没奶粉味,NULL;,好难;,-1;
69,不怎么样、一般般,NULL;NULL;,一般般;不怎么样;,0;-1;
70,用了脸痛，不是正品，以后不会来了，,NULL;NULL;,不是正品;痛;,-1;-1;
71,不要在这个打底裤了好差里面比外面长。,NULL;外面;NULL;,不要好;长;差;,-1;1;-1;
72,广告很夸张 哈哈 但其实味道也不是特别Man 跟地板蜡一样味道 额。。,广告;,夸张;,-1;
73,帮家里人买的，感觉还行,感觉;,还行;,1;
74,一直哦尝试各种产品去黑头，效果都不理想，这款用了，效果还是有的，比之前干净,NULL;,干净;,1;
75,书不是很新了！不过，内容还可以,书;内容;,不是很新;还可以;,-1;1;
76,垃圾啊，抹了逗逗变多了，垃圾产品,产品;NULL;,垃圾;垃圾;,-1;-1;
77,挺方便，希望耐用一些。用料一般。,NULL;用料;NULL;,耐用;一般;方便;,1;0;1;
78,asdasdasdasdasdasdasdasdasd,,,
79,效果肯定不比大牌差 但是不如焗油膏效果好,大牌;效果;,差;好;,-1;1;
80,东西看上去不错，物流也很快，不过，为什么缺少标配中的取架？商家，怎么办？？？,看上去;物流;NULL;,不错;很快;标配;,1;1;0;
81,怎么充不满电呀,NULL;,不满;,-1;
82,很满意，用着很方便，质量不错，比较精致，满意,用着;质量;NULL;NULL;,方便;不错;精致;满意;,1;1;1;1;
83,只有螺丝是金属的，还有个关节是坏的，色彩也掉了，感觉被坑。站不稳,感觉;NULL;,坑;坏;,-1;-1;
84,买的时候标题写着SPF30，结果发来的是55，比较油腻，不像介绍说的那样清爽，而且哪里防水了？根本就不防水好吗？而且有点刺激性，敏感肌肤还是注意一下，唯一抱希望的就是希望防晒效果能好一点了，但是这个没办法太直接的看出来,肌肤;介绍;NULL;,敏感;清爽;油腻;,1;1;-1;
85,电脑收到的，质量很好，图像很清淅，版型很好看，而且又是创维牌的，实体店是买不到的，安装也很简单，包装特别的好！赞 5星[追评],安装;质量;NULL;版型;包装;,简单;很好;赞;很好;好;,1;1;1;1;1;
86,太次了，根本没法用，手机放进去根本卡不紧，一直晃荡，侧面的音量键和开机键位置也不好，侧面随便按哪都会触发开机键,NULL;侧面;NULL;手机;位置;,次;随便;没法用;不卡;不好;,-1;-1;-1;1;-1;
87,与挂图的包装不一样。,,,
88,试用了几天，目前一切正常，经专家鉴定是正品，物美价廉，值得点赞。,NULL;NULL;NULL;NULL;,物美价廉;正品;点赞;值得;,1;1;1;1;
89,很满意的一次购物  。[追评],购物;,满意;,1;
90,看着不错，但塑料的用料做工太一般，用了一次，手柄就开裂，连个水壶都做不好，还是得*货去。,做工;看着;水壶;,一般;不错;不好;,0;1;-1;
91,用了几天才来评论，当天抢的，第二天就到了，系统很流畅，不知道用久了怎样，屏幕也很大，就是喜欢它大屏幕的来玩游戏。先这样看看吧！到时再追评吧,系统;NULL;屏幕;玩游戏;,流畅;久;很大;喜欢;,1;0;1;1;
92,还行，用了几天没什么,NULL;,还行;,1;
93,这应该是在京东上最闹心的一次购物经历了！！！春节前买酒送长辈本为尽一份绵薄的敬意和孝心。买了4箱酒是为了分别给4个长辈，结果你们只发了3箱。长辈以为我由于各种原因故意少买一箱，也不好意思来问我为什么少买，就把三箱酒分别给了另外三个长辈。自己春节没有足够的酒喝，还得现买（本来指望我这酒呢）。直到春节去拜年才发现了问题，然后大过年跟你们一通折腾。尼*玛大过年的闹心不？还得被长辈给责怪。干个活能认真点吗？被你们伤害了一个春节！,京东;NULL;NULL;酒;酒;NULL;,闹心;认真;不闹心;敬意;没有足够;干;,-1;1;1;1;-1;-1;
94,很不错，就是小小的，大一点就好了,NULL;NULL;NULL;,不错;小小的;好;,1;-1;1;
95,去年夏天买的、人懒、一直没来评论,,,
96,收到后，感觉像是打开过的，盖子很松，袋子里都是眼霜的味道！！ 果然还是京东好些，最起码人包装没问题！客服态度也是超好的！,客服态度;,超好;,1;
97,用了几天后就出现问题了，垃圾产品，即不会自动删除，还一直死机，天冷的时候居然还卡住画面了，和卖家联系，叫我格式化内存卡，我都格式化n+1遍了，还是不行，这不得不说产品质量的问题了，希望大家慎重购买。,NULL;购买;画面;产品;,不行;慎重;卡住;垃圾;,-1;-1;-1;-1;
98,宝贝收到了。工艺精致很出气质，包装也很大气，很满意。给五星。 　</br>,包装;NULL;工艺;NULL;,很大;五星;精致;满意;,1;1;1;1;
99,外观不错，秀气，就是太小了点。,外观;NULL;NULL;,不错;秀气;小了点;,1;1;-1;
100,商品很给力 送货快 服务好,服务;送货;商品;,好;快;给力;,1;1;1;
101,草莓鼻， 感觉控油挺好 用后皮肤未见过敏或干燥（我在南方） 能维持二十四个小时 一天只用一点点洗一次 至于毛孔收缩和黑头消失还有待观察 毕竟才用了三次,控油;NULL;黑头;皮肤;,挺好;干燥;消失;未过敏;,1;-1;0;1;
102,终于收到了等了一个星期，但是居然盖着电池那块东西是没有的，望补全。。,,,
103,真心的不好用，送的胶布也小，介意你们不要买，我问客服，客服也不理不睬。,NULL;,不好用;,-1;
104,不错，用着很好,NULL;用着;,不错;很好;,1;1;
105,宝贝确实不错，和店家说的一样，反应很快，已经是第四部hTc手机了,反应;宝贝;,很快;不错;,1;1;
106,无语了，这个卡的长度，都无法拧螺丝。我这一插USB设备 ，这个卡就直接进机箱里去了，往外拿好费事啊。还有，这破USB3.0的速度就比2.0快不到一倍，不到12M每秒，不过这卡自带的USB2.0到是和我自带的2.0的速度一样，我用主板自带的3.0接口，都70-80M每秒。总结：像我这样参数控的人别买了，IT小白猪可以买了装装逼。,NULL;机箱;NULL;NULL;长度;NULL;NULL;NULL;NULL;,费事;卡;无语;快;卡;可以;破;卡;好;,-1;-1;-1;1;-1;1;-1;-1;1;
107,洗完了没什么香味，十分一般，也没什么滋润感,NULL;NULL;,一般;没什么滋润;,0;-1;
108,还可以，比商场实惠点,商场;NULL;,实惠;还可以;,1;1;
109,大品牌，很好，凑足10个字,NULL;,很好;,1;
110,哎 买完就后悔了 300w 也就是供个收音机  而且里头摔烂了  扔了。懒的退。,NULL;NULL;,烂;后悔;,-1;-1;
111,2015年2月17点55分，一架司马X11四轴直升机与管制中心失去联系的，该飞机航班号为MH169，已经启动救援和联络机制寻找该飞机，到发布司马X11消息为止，未发现行踪。初步判断为控制系统所致，超过一定距离无法指令返航。让我们一起为司马X11祈祷》》》》》,,,
112,大小合适，稍微有一点要说的就是上面的LOGO不是白色，有点绿的感觉...,大小;,合适;,1;
113,电机听起来好像没那么有劲,电机;,没有劲;,-1;
114,刹车片不行 换了后声音很大 刹车片上金属物质太硬伤盘 不建议使用 售后服务也不行 问了半天没人回答,刹车片;售后服务;声音;,不行;不行;很大;,-1;-1;1;
115,垃圾屏幕，垃圾到死。以后再也不在网上买了，大家别信，属实垃圾！！！！！！！！！！！！,屏幕;NULL;NULL;,垃圾;属实;垃圾;,-1;1;-1;
116,东西还可以！,东西;,还可以;,1;
117,偏贵，还不如买十几二十的岂止美的棉线那种,NULL;,偏贵;,-1;
118,物流及其不给力，态度巨差，送货不及时。,物流;送货;态度;,不给力;不及时;差;,-1;-1;-1;
119,在家点了寿司外卖，配这个烧酒喝很香（别拿中国白酒比，完全不是一类风格的好吗）,NULL;,别很香;,-1;
120,这绝对是我最后一次买漫步者耳机，呵呵,,,
121,要坚持使用啊，我都用了半瓶了，护肤是漫长的过程，坚持使用才会看到效果，皮肤比之前好点了,皮肤;,好点;,1;
122,之前看到评论以为很好，所以很快下了定单，但实物没有想像的好，有几块地方像是碰坏了再上漆的。,评论;NULL;实物;,很好;很快;没有好;,1;1;-1;
123,这款东东还不错哦，用着挺润的，喜欢，呵呵,东东;NULL;,不错;喜欢;,1;1;
124,很好用哦！,NULL;,很好;,1;
125,五分钟不会响。。。不好用。。,NULL;NULL;,不会响;不好用;,1;-1;
126,风扇好个它,,,
127,感觉好像质量有点问题，用着跟之前的不一样，不敢用了，，，，，,,,
128,不错不错,NULL;,不错;,1;
129,在京东网购买不下十次钢化膜，从来没碰到这种事，自认倒霉！反正只有*！,,,
130,完全没用！还那么贵！,NULL;,贵;,-1;
131,感觉还不错，还是贵了，300左右的。估计小黑瓶更经典，没有买,感觉;小黑瓶;NULL;,不错;经典;贵;,1;1;-1;
132,味道挺刺鼻的，不太好闻。,NULL;味道;,不太好;刺鼻;,-1;-1;
133,试一下，效果不错，速度很快。,效果;速度;,不错;很快;,1;1;
134,不错不错&hellip;&hellip;<br/>,NULL;,不错;,1;
135,一般吧不怎么样,NULL;NULL;,一般;不怎么样;,0;-1;
136,东西可以，不是太贵就是我家是12楼安装费花了450安装的评价还是安装的自己评的,东西;安装费;,可以;不是太贵;,1;1;
137,裤子好看,裤子;,好看;,1;
138,比较轻薄，不像描述的那样,NULL;,轻薄;,0;
139,虫草质量好，饱满新鲜,NULL;NULL;质量;,饱满;新鲜;好;,1;1;1;
140,唇蜜还没用，看起来水嫩的，应该挺好的,看起来;NULL;,水嫩;挺好;,1;1;
141,用处有限，准确度还行。最大的问题，冬天必须暖热了才能用。。。。感觉有点鸡肋,准确度;用处;NULL;感觉;,还行;有限;暖;鸡肋;,1;-1;1;-1;
142,贵，比实体店贵好多！！！,实体店;NULL;,贵;贵;,-1;-1;
143,赠品，质量一般般&hellip;&hellip;,质量;,一般般;,0;
144,主要是用来备查和学习,,,
145,一般，设计不太好，过于简单。,NULL;设计;NULL;NULL;,一般;不太好;简单;过于;,0;-1;1;-1;
146,非常稀薄，特意跟超市买的对比了一下，超市的比较浓稠，亚马逊的直接可以流动，底部的喷码也不是圆点，歪歪斜斜的！建议大家还是去超市购买，价格完全一样！,亚马逊;NULL;,可以;稀薄;,1;-1;
147,用了不到一个月注册的账号就进不去了客服说软件开发问题正在处理呢！不知道什么时候能处理完,,,
148,已经安装好，看起来就不错，服务也好！一直都是用的美菱，支持美菱！,安装;看起来;服务;,好;不错;也好;,1;1;1;
149,给你五个星,,,
150,笔记本可以，就是我要了增值税发票，需要审核各种资质，但是没有通知我，也不单独告知我审核结果，客服也是你问一句回一次，从来不把所有需要的东西讲清楚，害的我来来回回搞了好久,客服;笔记本;,次;可以;,-1;1;
151,很满意，第一次用小米手机，,NULL;,满意;,1;
152,买家未及时作出评价，系统默认好评。,买家;系统;,未及时;好评;,-1;1;
153,电话收到很惊喜，我是荣耀的铁粉了，电话用的费所以不买贵的，前后用过6个荣耀，v8一直都觉得很喜欢，现在快停产了，性价比太高了，没有玫瑰金了就买的金色，收到很惊喜，一点也不是土豪金那种，稍微泛着点粉，真心不错。同城发货，隔天就收到，京东直营很放心。,电话;NULL;性价比;NULL;觉得;NULL;NULL;京东;电话;,惊喜;惊喜;太高;不错;喜欢;快;不贵;放心;费;,1;1;-1;1;1;1;1;1;-1;
154,估计不错，决定买了！,NULL;,不错;,1;
155,收到的时候只有一个塑料袋装着，外面打个结，最基本的封口都没有，还是那句话，不知道里面的东西过没过期，管是没过期的...,东西;NULL;,没过期;没过期;,1;1;
156,用着很好，洗的很干净，没有紧绷的感觉，很清爽。,感觉;NULL;用着;洗;,没有紧绷;清爽;很好;很干;,1;1;1;-1;
157,挺好的，非常喜欢，这下不怕东西不够放了,NULL;NULL;,挺好;喜欢;,1;1;
158,老牌子，值得信任，买给妈妈用的，操作简单，还很静音咯，希望耐用，如果有别的需要还会再来,NULL;操作;NULL;NULL;音;,信任;简单;耐用;值得;很静;,1;1;1;1;1;
159,两瓶都是漏的，一打开手上全是倒出来的液体。幸好是无味的。,NULL;NULL;,无味;漏;,-1;-1;
160,盖子上都是胶黑色的 看起来很恶。。。。,,,
161,包装很好 但请注意笔芯有点硬哦 但是质量很好 颜色很丰富,质量;包装;笔芯;颜色;,很好;很好;硬;丰富;,1;1;-1;1;
162,一看到某驴就想骂，只会炒作增添自己的名气，私底下人品极差，对粉丝也不尊重，很做作，不真实，不喜欢，很讨厌她，希望她能够早日滚出娱乐圈，实在不想再看到驴了。还有cp 狗们可不可以滚开，净化一下我们的网站?,NULL;NULL;NULL;人品;,不喜欢;讨厌;不真;极差;,-1;-1;-1;-1;
163,买的高夫的应该是老包装，切外面看着很脏，不知道怎么回事，两瓶都是这样....,看着;,很脏;,-1;
164,是正品 很不错 快递速度快,NULL;NULL;快递速度;,正品;不错;快;,1;1;1;
165,老人家使用尺寸刚好，京东物流很快,物流;尺寸;,很快;刚好;,1;1;
166,不错，就是电机声音有点高。,NULL;声音;,不错;高;,1;1;
167,什么烂东西用了脸长了好的豆豆,NULL;东西;,烂;长;,-1;1;
168,喜欢速度便捷,NULL;速度;,喜欢;便捷;,1;1;
169,只有一个灯太不方便了,,,
170,挺喜欢的，下次还会来。,NULL;,喜欢;,1;
171,还可以，菜单切换相比小米盒子2代有延迟，另外1.3.82系统没有远程安装，要回到1.3.72才有,小米盒子;NULL;,延迟;还可以;,-1;1;
172,不值这个价钱，质量很一般。,价钱;质量;,不值;一般;,-1;0;
173,差不多的价格可以买实木了，没附卡纸，没有图纸，没有说明书！,NULL;价格;,差不多;可以;,0;1;
174,就这个价钱来说，还是不错的,NULL;,不错;,1;
175,东西不错，物流是真心的垃圾,东西;物流;,不错;垃圾;,1;-1;
176,颜色太难看,颜色;,难看;,-1;
177,灯是亮着、可惜打开就是噪音！！！！买来好几天刚打开的方式包裹、耍我呢啊！！！！,灯;,可惜;,-1;
178,一直都在用这个牌子，比在超市买的要划算多了,NULL;,划算;,1;
179,活动时买的，以为是京东的，结果是酒厂自营，物流奇慢，不是一般的慢。而且还是分开发货，和厂家联系总是推脱。不足300公里，走了一周。气死人了，好在酒没洒，就是盒子坏了，物流也够野蛮的了。,NULL;盒子;物流;厂家;NULL;NULL;,慢;坏;野蛮;推脱;不足;不是一般;,-1;-1;-1;-1;-1;0;
180,孩子比较喜欢，功能也很多。,NULL;功能;,喜欢;很多;,1;1;
181,东东还可以，性价比高，值得购买!,购买;东东;性价比;,值得;还可以;高;,1;1;1;
182,一般般，表面不够干净，掺杂了一些小黑点<br/>,表面;NULL;,不够干净;一般般;,-1;0;
183,随便取消买家订单 不负责任。膜很容易刮花。,膜;买家;,容易;随便;,1;-1;
184,完全不想什么了！还好没几个钱，就当给*送礼吧。,NULL;,没还好;,-1;
185,比想想中要小，跟充电器一样,,,
186,很满意，给送货到家，用着也很好[追评],用着;NULL;,很好;满意;,1;1;
187,很好用，老婆喜欢,NULL;NULL;,很好;喜欢;,1;1;
188,锅体很轻薄，锅底也不是很厚，总之没有其他评论说的那么好，有种上当的感觉！懒得退了！,评论;NULL;锅体;锅底;,好;薄;很轻;不是很厚;,1;0;1;-1;
189,电视挺好   很清晰，操作方便  就是物流太慢了  。总体来说还是很满意的,总体;操作;NULL;电视;物流;,满意;方便;清晰;挺好;慢;,1;1;1;1;-1;
190,外观高大上，线有点不够长，音质还行,外观;线;音质;,高大上;不够长;还行;,1;-1;1;
191,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,,,
192,发货及时，按摩按摩很有力度的磁疗球，给好评,发货;NULL;,及时;好评;,1;1;
193,真懒得说话，**，图片传不上去,,,
194,包还行，不过这个价钱我觉得有点不值，还收运费,觉得;包;,不值;还行;,-1;1;
195,是原装正品，性价比很好[追评],性价比;原装;,很好;正品;,1;1;
196,用完了不如在超市买的柔顺，而且别人也有同感。怀疑是假货,NULL;NULL;,不如柔顺;假货;,-1;-1;
197,卖家服务态度非常非常差,态度;,差;,-1;
198,极差差评！我在京东买了这么多东西！第一次给极差评！物流配送按时送来了，安装成了问题！打电话给400，经过多次，居然说要等半个月以后安装！我和客服说自己找师傅安装，客服说要专业格力人员才能解开机密码安装&hellip;简直无语了。有这些问题为什么不提前通知客户？谁家买空调要在客厅放置两个大箱子半个月才能使用？店大欺客?一个劲说互相理解，我理解你们，谁理解我们?,NULL;NULL;NULL;物流配送;NULL;客服;NULL;NULL;NULL;,次;极差;无语;按时;差评;专业;店大欺客;过多;理解;,-1;-1;-1;1;-1;1;-1;-1;1;
199,有苦味儿呀，不知为啥,,,
200,挺不错的,NULL;,不错;,1;
201,冷藏柜收到了，包装严密结实很讲究，质量也很好，制冷速度快，带加湿功能，尺寸刚好合适，之前看过很多一直都没有买，最后还是在这家买了，一次愉快的购物！,包装;购物;制冷速度;NULL;质量;NULL;NULL;NULL;尺寸;,严密;愉快;快;结实;很好;合适;讲究;没有很多;刚好;,1;1;1;1;1;1;1;-1;1;
202,很满意，送货的当天就上门给安装了，送货很及时。京东是值得信赖的购物渠道，,京东;送货;购物;NULL;,值得;及时;信赖;满意;,1;1;1;1;
203,挺好的，很喜欢，很划算，[追评],NULL;NULL;NULL;,挺好;喜欢;划算;,1;1;1;
204,老品牌，值得信赖，家里的康佳用了四五年没出过问题，新房入住还是选择康佳，发货速度快，物流给力，通电测试没有问题，希望经得住考验,通电;NULL;物流;NULL;发货速度;,没有问题;信赖;给力;值得;快;,1;1;1;1;1;
205,只是表面下工夫，内容很一般,内容;,一般;,0;
206,质量还好吧一一一一一一一一一一一一一一,质量;,还好;,1;
207,还可以   就是白色脏了洗不掉,NULL;NULL;,还可以;脏;,1;-1;
208,物流 你好屌。 说好早上一早。不上班等着你。结果你跟我说你等着吧。12点给你。 我就呵呵一笑    电脑没啥问题。就是物流有点屌,,,
209,挺好用的！就是安装驱动太慢了,安装;NULL;,慢;挺好;,-1;1;
210,这个准确性虽然不知道，但是价格炒鸡划算,价格;,划算;,1;
211,感觉还好吧,感觉;,还好;,1;
212,我要的是红色的，可给我的早白颜色的，发货可不可以认真点？？？<br/>两个小音响还有一个没声音，郁闷?。<br/>可不可以更专业更负责任一些呢？？？<br/>这样的态度？还会有交易吗？？？,NULL;NULL;NULL;发货;,郁闷;专业;负责任;认真;,-1;1;1;1;
213,写三点感受： 1. 逼格高，使用方便，走在人堆里回头率高。甩BXXT几条街。 2. 体型略大。以前不觉得，直到又一次同事跟我说，你那耳罩一看就暖和。之后就越看越觉得大 3. 配件贵。一块电池200+，一个原装包500.为了防止左右耳的金属架互相碰撞，只能自己DIY 了一个便携耳机盒。,耳机;NULL;配件;耳罩;NULL;体型;逼格;,便携;使用方便;贵;暖和;高;略大;高;,1;1;-1;1;1;0;1;
214,按照这个来调音，调来调去都不准，结果把琴弦调断了，要出门买新的，是我的琴问题还是这个的问题，正在研究中。。。,NULL;,不准;,-1;
215,米数不足，商家很牛逼，态度超级差,商家;态度;NULL;,很牛;差;不足;,1;-1;-1;
